id,Label,structured_text
245,5,title: how to manage a budget with atl+. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
163,5,title: automating disease management using answer set programming. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
233,3,title: natural language generation from ontologies using grammatical framework. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.21236 [SEP] doi source: ada
16,2,title: explanations generation for web service workflow. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1109 [SEP] doi source: nwesp
405,2,title: incentive design for rational agents. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
72,4,title: semantics for hybrid probabilistic logic programs with function symbols: technical summary. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1201 [SEP] doi source: none
540,4,title: nexsim: a system for explaining nexus of similarities. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.18356 [SEP] doi source: a
98,1,title: unified foundations of team semantics via semirings. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
521,4,title: a query evaluation method for asp with abduction. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1007 [SEP] doi source: bfb
94,1,title: modelling cyber defenses using s casp . [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1057 [SEP] doi source: none
111,5,title: explaining reasoning results for owl ontologies with evee. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
40,1,title: consistent query answering over shacl constraints. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
559,4,title: data2concept2text: an explainable multilingual framework for data analysis narration. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
237,1,title: argument analysis using answer set programming and semantics-guided large language models. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1201 [SEP] doi source: none
370,5,title: answer set solving with generalized learned constraints. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.5220 [SEP] doi source: none
200,3,title: visualizing kripke models in logikey: the case of sdl. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1016 [SEP] doi source: b
437,1,title: s casp for swi-prolog. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.32614 [SEP] doi source: cran
446,1,title: a preliminary evaluation of open-source llms for datalog-based semantic parsing in the asvin project. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1109 [SEP] doi source: es
95,2,title: fixpoint semantics for datalogmtl with negation. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
127,4,title: when is a program an actual cause [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
327,2,title: resource allocation with cooperative agents. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
395,4,title: a causal perspective on ai deception in games. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4135 [SEP] doi source: n
538,3,title: queries with exact truth values in paraconsistent description logics. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.1613 [SEP] doi source: jair
222,1,title: proceedings 40th international conference on logic programming iclp 2024 university of texas at dallas dallas texas usa october 14-17 2024. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.26615 [SEP] doi source: none
572,2,title: shacl validation under the well-founded semantics. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
544,1,title: logical judges challenge human judges on the strange case of b.c.-valjean. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
550,1,title: the pyglaf argumentation reasoner. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.3233 [SEP] doi source: fi
184,3,title: decomposition strategies for solving scheduling problems in industrial applications. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
190,5,title: explanations for answer set programming. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
176,3,title: a neurosymbolic framework for bias correction in convolutional neural networks. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.1017 [SEP] doi source: s
407,1,title: dmapf: a decentralized and distributed solver for multi-agent path finding problem with obstacles. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
186,5,title: a prolog program for bottom-up evaluation. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
285,1,title: computing diverse optimal stable models. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.7551 [SEP] doi source: mitpress
102,2,title: from vision to execution: enabling knowledge representation and reasoning in hybrid intelligent robots playing mobile games. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
253,2,title: machine learning model integration with open world temporal logic for process automation. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
362,2,title: first order logic and commonsense reasoning: a path less travelled. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1302 [SEP] doi source: none
584,4,title: representing and evaluating sbvr specification via asp. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4018 [SEP] doi source: ijossp
316,1,title: a planning compilation to reason about goal achievement at planning time. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
198,1,title: cost-optimal delete-free classical planning via maximum satisfiability. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
33,2,title: verification of general games with imperfect information using strategy logic. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
197,4,title: conflict handling in product configuration using answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
489,2,title: llm+reasoning+planning for supporting incomplete user queries in presence of apis. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
434,4,title: neuro-symbolic agent with asp for robust exception learning in text-based games. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.21236 [SEP] doi source: ad
292,3,title: causes for changing profiles preliminary report . [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.3133 [SEP] doi source: b
555,5,title: prolog coding guidelines: status and tool support. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
182,4,title: an llm + asp workflow for joint entity-relation extraction. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
351,3,title: comprehensive multi-agent epistemic planning. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
157,1,title: front matter table of contents preface conference organization. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.1484 [SEP] doi source: m
86,3,title: constraint cnf: sat and csp language under one roof. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1007 [SEP] doi source: none
506,3,title: a scalable approach to probabilistic compliance in declarative process mining. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.5220 [SEP] doi source: none
42,2,title: reasoning in shiq with axiom- and concept-level standpoint modalities. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
352,4,title: bringing logic programming to primary school: a teacher training course. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.12968 [SEP] doi source: prtu
419,1,title: on the strong equivalences of lpmln programs. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.23638 [SEP] doi source: lmcs
68,4,title: pruning with belief traps in multi-agent epistemic planning. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
188,3,title: deontic paradoxes in asp with weak constraints. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
332,1,title: joint proceedings of the joint workshop on knowledge diversity and cognitive aspects of kr and the workshop on symbolic and neuro-symbolic architectures for intelligent robotics technology kodis-cakr-synergy 2024 co-located with the 21st international conference on principles of knowledge representation and reasoning kr 2024 hanoi vietnam november 2-8 2024. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.1145 [SEP] doi source: none
105,3,title: guarded fragments meet dynamic logic: the story of regular guards. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
60,5,title: correct causal inference in probabilistic logic programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1098 [SEP] doi source: rsos
224,3,title: some enhancements to the prolog playground and ald notebooks for the modern prolog classroom. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1515 [SEP] doi source: none
381,1,title: cost-based semantics for querying inconsistent weighted knowledge bases. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
30,4,title: a hitchhiker apos s guide to reinventing a prolog machine. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.17398 [SEP] doi source: none
69,1,title: agentified argumentative learning short paper . [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1075 [SEP] doi source: aic
174,1,title: leveraging decision-dnnf compilation for enumerating disjoint partial models. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
271,1,title: proceedings 35th international conference on logic programming technical communications iclp 2019 technical communications las cruces nm usa september 20-25 2019. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
491,5,title: tackling the air traffic flow and capacity management problem with explainable answer set programming. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1007 [SEP] doi source: none
159,2,title: the sticky path to expressive querying: decidability of navigational queries under existential rules. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
574,1,title: diagnosis for post concept drift decision trees repair. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
517,5,title: neurosymbolic ai in digital forensics: commonsense and qualitative reasoning. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1002 [SEP] doi source: ch
121,1,title: capturing non-flat assumption-based argumentation with bipolar setafs. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
196,1,title: an iterative fixpoint semantics for mknf hybrid knowledge bases with function symbols. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
462,3,title: inference in probabilistic logic programs using lifted explanations. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1201 [SEP] doi source: none
8,1,title: refining the semantics of epistemic specifications. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
335,2,title: proportional dependencies and asymptotics of probabilistic representations. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1093 [SEP] doi source: obo
505,4,title: natlog: a lightweight logic programming language with a neuro-symbolic touch. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
289,4,title: on the effects of adding assignments in linear-time temporal logics modulo theories. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
257,3,title: mind the gaps: logical english prolog and multi-agent systems for autonomous vehicles. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
231,4,title: automata for dynamic answer set solving: preliminary report. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.5220 [SEP] doi source: none
560,4,title: scalable and ethical medical scheduling: an asp-based framework with patient-centered experimental validation. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1016 [SEP] doi source: j
522,5,title: generating explainable rule sets from tree-ensemble learning methods by answer set programming. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
593,5,title: a uniform language to explain decision trees. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
337,3,title: from probabilistic programming to probabilistic argumentation. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.1007 [SEP] doi source: none
533,4,title: an epistemic logic for reasoning about strategies in general auctions. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1016 [SEP] doi source: b
504,1,title: a refined operational semantics for freechr. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
248,5,title: an xai approach for data-to-text processing with asp. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
492,1,title: deontic reasoning based on inconsistency measures. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
557,4,title: default logic as a species of causal reasoning. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
152,3,title: aspen: asp-based system for collective entity resolution. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
168,4,title: boolean nearest neighbor language in the knowledge compilation map. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
1,1,title: lost in the crowd: k-unmatchability in anonymized knowledge graphs. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
90,5,title: learning general policies from examples. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
24,1,title: joint proceedings of the workshops and doctoral consortium of the 41st international conference on logic programming iclp-ws-dc 2025 co-located with 41st international conference on logic programming iclp 2025 rende italy september 9-13 2025. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1007 [SEP] doi source: none
282,2,title: the realizability of revision and contraction operators in epistemic spaces. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
239,3,title: complexity results and algorithms for preferential argumentative reasoning in aspic+. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
261,2,title: minimal model reasoning in description logics: don apos t try this at home [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
34,4,title: benchmarking for integrating logic rules with everything else. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
507,5,title: when prolog meets generative models: a new approach for managing knowledge and planning in robotic applications - abstract. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1109 [SEP] doi source: icra
66,5,title: abductive reasoning in a paraconsistent framework. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
530,2,title: about the multi-head linear restricted chase termination. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
238,2,title: a preliminary data-driven analysis of common errors encountered by novice sparc programmers. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
410,3,title: expressive description logics with rich yet affordable numeric constraints. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
23,1,title: representing perfect saturated cost partitioning heuristics in classical planning. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
374,4,title: on the subtlety of causal reasoning in probabilistic logic programming: a bug report about the causal interpretation of annotated disjunctions. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1098 [SEP] doi source: rsos
565,1,title: advances in big data bio analytics. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.1007 [SEP] doi source: none
228,3,title: pushing the envelope in numeric pattern planning. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
314,5,title: a representation theorem for causal decision making. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
301,4,title: global type inference for java using answer set programming. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1201 [SEP] doi source: none
62,4,title: reasoning in assumption-based argumentation via sat. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
258,3,title: bottom-up stratified probabilistic logic programming with fusemate. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
38,4,title: constraint propagation and explanation over novel types by abstract compilation. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.51202 [SEP] doi source: none
558,1,title: f rdxel: an expert system for danish traffic law. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
31,3,title: logic tensor network-enhanced generative adversarial network. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
356,2,title: towards incremental and modular context-sensitive analysis. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1017 [SEP] doi source: s
580,2,title: implementing the first-order logic of here and there. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
433,3,title: automating defeasible reasoning in law with answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.31219 [SEP] doi source: osf
104,4,title: quantification and aggregation over concepts of the ontology. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
353,1,title: intelligent instantiation and supersafe rules. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1007 [SEP] doi source: s
75,4,title: knowledge-based stable roommates problems. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1609 [SEP] doi source: aaai
4,1,title: fixpoint semantics for recursive shacl. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
350,3,title: logic programming with extensible types. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
135,1,title: graphical conditions for the existence unicity and number of regular models. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
585,2,title: logic-based composition of business process models. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
466,3,title: an answer set programming framework for reasoning about truthfulness of statements by agents. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
10,4,title: re integration of logical english and s casp . [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.3403 [SEP] doi source: none
528,4,title: on the trap space semantics of normal logic programs. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
283,3,title: a principle-based framework for analyzing dialogue game-based semantics. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
430,2,title: compilation of aggregates in asp. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
440,5,title: exploring desirable configurations in global logistics with heuristic search in answer set programming. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
202,5,title: translating definitions into the language of logic programming: a case study. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1093 [SEP] doi source: oso
49,1,title: context-based belief revision. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
490,1,title: a family of decidable bi-intuitionistic modal logics. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
393,1,title: picat through the lens of advent of code. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
516,5,title: tutorial: automating commonsense reasoning. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1016 [SEP] doi source: b
250,2,title: probabilistic htn planning: formalization and computational complexity analysis. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
392,5,title: a simple complete search for logic programming. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.1145 [SEP] doi source: none
206,3,title: formalizing informal logic and natural language deductivism. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.22329 [SEP] doi source: il
483,1,title: counterfactual explanations as plans. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
508,3,title: declarative algorithms in datalog with extrema: their formal semantics simplified. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1007 [SEP] doi source: s
216,5,title: planning and scheduling in digital health with answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
474,2,title: sorting strategies for interactive conflict resolution in asp. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
118,3,title: restkb: a library of commonsense knowledge about dining at a restaurant. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
50,5,title: nesyfold: extracting logic programs from convolutional neural networks. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1007 [SEP] doi source: s
180,3,title: interactive explanations by conflict resolution via argumentative exchanges. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
100,3,title: probabilistic synthesis and verification for ltl on finite traces. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
279,4,title: nemo: your friendly and versatile rule reasoning toolkit. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
213,1,title: on computing universal plans for partially observable multi-agent path finding. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
264,2,title: correcting autonomous driving object detection misclassifications with automated commonsense reasoning. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
478,3,title: simple contrapositive assumption-based argumentation with partially-ordered preferences. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
32,2,title: structural decompositions of epistemic logic programs. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1609 [SEP] doi source: aaai
458,5,title: exp aspc : explaining asp programs with choice atoms and constraint rules. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
501,1,title: conditional splittings of belief bases and nonmonotonic inference with c-representations. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
312,1,title: towards structure learning under the credal semantics. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4324 [SEP] doi source: none
91,1,title: proceedings of the 9th workshop on advances in argumentation in artificial intelligence ai3 2025 co-located with the 41st international conference on logic programming iclp 2025 rende italy september 13 2025. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1007 [SEP] doi source: bfb
476,3,title: a tractable logic for molecular biology. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
9,3,title: cognitively adequate complexity of reasoning in a description logic. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
280,2,title: an analysis of gibbs sampling for probabilistic logic programs. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.7551 [SEP] doi source: mitpress
429,5,title: rule based temporal inference. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.1007 [SEP] doi source: none
455,1,title: the janus system: multi-paradigm programming in prolog and python. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
77,5,title: value of information in probabilistic logic programs. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
387,1,title: axiomatization of approximate exclusion. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
408,1,title: ltl synthesis under multi-agent environment assumptions. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
278,4,title: towards one-shot learning for text classification using inductive logic programming. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
227,1,title: an s casp in-browser playground based on ciao prolog. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
480,5,title: a machine learning guided rewriting approach for asp logic programs. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
486,5,title: how lucky are you to know your way a probabilistic approach to knowing how logics. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
246,1,title: probabilistic action language pbc+. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.29007 [SEP] doi source: fmn
123,1,title: finest syntax splittings of ranking functions and total preorders on worlds. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
386,5,title: trace-cs: a hybrid logic-llm system for explainable course scheduling. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
300,2,title: proof-relevant resolution for elaboration of programming languages. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1145 [SEP] doi source: none
534,4,title: controlled natural language models. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.20944 [SEP] doi source: preprints
469,1,title: pushing the boundaries of tractable multiperspective reasoning: a deduction calculus for standpoint el+. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
340,3,title: extended magic for negation: efficient demand-driven evaluation of stratified datalog with precise complexity guarantees. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
551,1,title: logic programming and machine ethics. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1007 [SEP] doi source: none
554,1,title: explainable and trustworthy traffic sign detection for safe autonomous driving: an inductive logic programming approach. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
354,1,title: equilibrium description logics: results on complexity and relations to circumscription. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
576,4,title: model revision of logical regulatory networks using logic-based tools. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.4018 [SEP] doi source: ch
334,5,title: a tool set for converting controlled natural languages into ai formalisms. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.7551 [SEP] doi source: mitpress
454,3,title: logical lease litigation: prolog and llms for rental law compliance in new york. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
