doi,start_url,final_url,final_domain,http_status,redirect_count,abstract_found,abstract,extract_method,status,error
10.4204/eptcs.385.14,https://doi.org/10.4204/eptcs.385.14,https://arxiv.org/abs/2308.15863v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15863v1: Inductive Learning of Declarative Domain-Specific Heuristics for ASP,meta:name=description,abstract_found,
10.1016/j.is.2022.102033,https://doi.org/10.1016/j.is.2022.102033,https://linkinghub.elsevier.com/retrieve/pii/S0306437922000345,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.18421/tem134-56,https://doi.org/10.18421/tem134-56,https://www.temjournal.com/content/134/TEMJournalNovember2024_3221_3230.html,www.temjournal.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.345.43,https://doi.org/10.4204/eptcs.345.43,https://arxiv.org/abs/2109.08281v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08281v1: Quantitative and Stream Extensions of Answer Set Programming,meta:name=description,abstract_found,
10.1021/acs.iecr.8b00799.s001,https://doi.org/10.1021/acs.iecr.8b00799.s001,https://pubs.acs.org/doi/suppl/10.1021/acs.iecr.8b00799/suppl_file/ie8b00799_si_001.pdf,pubs.acs.org,403.0,1.0,False,,,http_error,
10.4204/eptcs.325.20,https://doi.org/10.4204/eptcs.325.20,https://arxiv.org/abs/2009.10243v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10243v1: Tabling Optimization for Contextual Abduction,meta:name=description,abstract_found,
10.4204/eptcs.439.29,https://doi.org/10.4204/eptcs.439.29,https://arxiv.org/abs/2601.03845v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03845v1: Formally Explaining Decision Tree Models with Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.385.20,https://doi.org/10.4204/eptcs.385.20,https://arxiv.org/abs/2308.15867v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15867v1: On Feasibility of Declarative Diagnosis,meta:name=description,abstract_found,
10.3233/aic-2011-0493,https://doi.org/10.3233/aic-2011-0493,https://journals.sagepub.com/doi/full/10.3233/AIC-2011-0493,journals.sagepub.com,403.0,1.0,False,,,http_error,
10.1109/ictai.2017.00147,https://doi.org/10.1109/ictai.2017.00147,https://ieeexplore.ieee.org/document/8372050/,ieeexplore.ieee.org,200.0,1.0,True,"The multi-agent pathfinding (MAPF) problem has attracted considerable attention because of its relation to practical applications. In this paper, we present a constraint-based declarative model for MAPF, together with its implementation in Picat, a logic-based programming language. We show experimentally that our Picat-based implementation is highly competitive and sometimes outperforms previous approaches. Importantly, the proposed Picat implementation is very versatile. We demonstrate this by showing how it can be easily adapted to optimize different MAPF objectives, such as minimizing makespan or minimizing the sum of costs, and for a range of MAPF variants. Moreover, a Picat-based model can be automatically compiled to several general-purpose solvers such as SAT solvers and Mixed Integer Programming solvers (MIP). This is particularly important for MAPF because some MAPF variants are solved more efficiently when compiled to SAT while other variants are solved more efficiently when compiled to MIP. We analyze these differences and the impact of different declarative models and encodings on empirical performance.",meta:property=og:description,abstract_found,
10.4204/eptcs.364.1,https://doi.org/10.4204/eptcs.364.1,https://arxiv.org/abs/2208.03089v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03089v1: Tree-Like Justification Systems are Consistent,meta:name=description,abstract_found,
10.1017/s1471068422000412,https://doi.org/10.1017/s1471068422000412,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/abs/swift-markov-logic-for-probabilistic-reasoning-on-knowledge-graphs/6A64D4300A1327814C64511BFC8A042D,www.cambridge.org,200.0,3.0,True,Swift Markov Logic for Probabilistic Reasoning on Knowledge Graphs - Volume 23 Issue 3,meta:name=description,abstract_found,
10.4204/eptcs.385.35,https://doi.org/10.4204/eptcs.385.35,https://arxiv.org/abs/2308.15897v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15897v1: Nemo: First Glimpse of a New Rule Engine,meta:name=description,abstract_found,
10.31256/hsmr2023.57,https://doi.org/10.31256/hsmr2023.57,https://www.hamlynsymposium.org/wp-content/uploads/2023/07/HSMR23-Proceedings-Final.pdf#page=131,www.hamlynsymposium.org,403.0,1.0,False,,,http_error,
10.4204/eptcs.325.40,https://doi.org/10.4204/eptcs.325.40,https://arxiv.org/abs/2009.10255v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10255v1: A Low-Level Index for Distributed Logic Programming,meta:name=description,abstract_found,
10.2139/ssrn.4850544,https://doi.org/10.2139/ssrn.4850544,https://www.ssrn.com/abstract=4850544,www.ssrn.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.306.55,https://doi.org/10.4204/eptcs.306.55,https://arxiv.org/abs/1909.09058v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.09058v1: Imperative Program Synthesis from Answer Set Programs,meta:name=description,abstract_found,
10.4204/eptcs.306.22,https://doi.org/10.4204/eptcs.306.22,https://arxiv.org/abs/1909.08242v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08242v1: Generating Local Search Neighborhood with Synthesized Logic Programs,meta:name=description,abstract_found,
10.4204/eptcs.416.5,https://doi.org/10.4204/eptcs.416.5,https://arxiv.org/abs/2502.09212v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09212v1: LP-LM: No Hallucinations in Question Answering with Logic Programming,meta:name=description,abstract_found,
10.4204/eptcs.416.22,https://doi.org/10.4204/eptcs.416.22,https://arxiv.org/abs/2502.09224v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09224v1: Order-Sorted Intensional Logic: Expressing Subtyping Polymorphism with Typing Assertions and Quantification over Concepts,meta:name=description,abstract_found,
10.4204/eptcs.345.32,https://doi.org/10.4204/eptcs.345.32,https://arxiv.org/abs/2109.08294v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08294v1: A Logic-based Multi-agent System for Ethical Monitoring and Evaluation of Dialogues,meta:name=description,abstract_found,
10.1093/oso/9780198537472.003.0004,https://doi.org/10.1093/oso/9780198537472.003.0004,https://academic.oup.com/book/53007/chapter/421965090,academic.oup.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.385.10,https://doi.org/10.4204/eptcs.385.10,https://arxiv.org/abs/2308.15887v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15887v1: On the Potential of CLIP for Compositional Logical Reasoning,meta:name=description,abstract_found,
10.1201/b14610-10,https://doi.org/10.1201/b14610-10,https://www.taylorfrancis.com/chapters/mono/10.1201/b14610-10/motor-power-selection-gear-ratio-design-mobile-robots-jagannathan-kanniah,www.taylorfrancis.com,200.0,2.0,True,We have seen the various types of actuator motors and drive systems to power the robot motion. The most prominent form of drive used in robotics is electrical,meta:name=description,abstract_found,
10.1017/s1471068423000388,https://doi.org/10.1017/s1471068423000388,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/cnl2asp-converting-controlled-natural-language-sentences-into-asp/AF5901FADC579E49C583CFD5A10C0192,www.cambridge.org,200.0,2.0,True,CNL2ASP: Converting Controlled Natural Language Sentences into ASP - Volume 24 Issue 2,meta:name=description,abstract_found,
10.5220/0009093407580765,https://doi.org/10.5220/0009093407580765,https://www.scitepress.org/Link.aspx?doi=10.5220/0009093407580765,www.scitepress.org,200.0,3.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.416.23,https://doi.org/10.4204/eptcs.416.23,https://arxiv.org/abs/2502.09225v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09225v1: A Coq Formalization of Unification Modulo Exclusive-Or,meta:name=description,abstract_found,
10.1007/978-3-476-04824-0_6,https://doi.org/10.1007/978-3-476-04824-0_6,https://link.springer.com/chapter/10.1007/978-3-476-04824-0_6,link.springer.com,200.0,2.0,True,"Conditionals are logical entities composed from the set of propositional formulas, and conditional knowledge bases are composed from sets of conditionals. Therefore it is possible to encode information in very different and even unclear or confusing ways. Conditional...",meta:name=description,abstract_found,
10.4204/eptcs.385.27,https://doi.org/10.4204/eptcs.385.27,https://arxiv.org/abs/2302.03780v3,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2302.03780v3: Reliable Natural Language Understanding with Large Language Models and Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.416.6,https://doi.org/10.4204/eptcs.416.6,https://arxiv.org/abs/2502.09213v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09213v1: Neuro-Symbolic Contrastive Learning for Cross-domain Inference,meta:name=description,abstract_found,
10.1017/cbo9781139342124.008,https://doi.org/10.1017/cbo9781139342124.008,https://www.cambridge.org/core/books/abs/knowledge-representation-reasoning-and-the-design-of-intelligent-agents/algorithms-for-computing-answer-sets/14CBD637CC1587A89007186CBCE08C09,www.cambridge.org,200.0,3.0,True,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014",meta:name=description,abstract_found,
10.1017/s147106842400022x,https://doi.org/10.1017/s147106842400022x,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/reliable-commonsense-reasoning-socialbot-built-using-llms-and-goaldirected-asp/B62A196BBA864DE58DA781DE8AB51C08,www.cambridge.org,200.0,2.0,True,A Reliable Common-Sense Reasoning Socialbot Built Using LLMs and Goal-Directed ASP - Volume 24 Issue 4,meta:name=description,abstract_found,
10.4204/eptcs.416.1,https://doi.org/10.4204/eptcs.416.1,https://arxiv.org/abs/2502.09209v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09209v1: On LLM-generated Logic Programs and their Inference Execution Methods,meta:name=description,abstract_found,
10.1002/9781394388660.ch3,https://doi.org/10.1002/9781394388660.ch3,https://onlinelibrary.wiley.com/doi/10.1002/9781394388660.ch3,onlinelibrary.wiley.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.416.21,https://doi.org/10.4204/eptcs.416.21,https://arxiv.org/abs/2404.16406v2,arxiv.org,200.0,2.0,True,Here we define a new unification algorithm for terms interpreted in semantic domains denoted by a subclass of regular types here called deterministic regular types. This reflects our intention not...,meta:name=twitter:description,abstract_found,
