title,venue,year,authors,doi,Label,id,abstract
Recursive Aggregates as Intensional Functions.,iclp,2023,"Jorge Fandinno, Zachary Hansen",10.1609/aaai.v39i14.33633,4,365,"Abstract This paper shows that the semantics of programs with aggregates implemented by the solvers clingo and dlv can be characterized as extended First-Order formulas with intensional functions in the logic of Here-and-There. Furthermore, this characterization can be used to study the strong equivalence of programs with aggregates under either semantics. We also present a transformation that reduces the task of checking strong equivalence to reasoning in classical First-Order logic, which serves as a foundation for automating this procedure."
Generative Logic: Teaching Prolog as Generative AI in Art and Design.,iclp,2024,Shalin Hai-Jew,10.4018/979-8-3693-0074-9.ch010,2,214,
Credible Models of Belief Update.,kr,2023,"Eduardo Fermé, Sébastien Konieczny, Ramón Pino Pérez, Nicolas Schwind",10.24963/kr.2023/25,1,524,"In this work, we address one important problem of Katsuno and Mendelzon update operators, that is to require that any updated belief base must entail any new input in a consistent way. This assumes..."
Geospatial Trajectory Generation via Efficient Abduction: Deployment for Independent Testing.,iclp,2024,"Divyagna Bavikadi, Dyuman Aditya, Devendra Parkar, Paulo Shakarian, Graham Mueller, Chad Parvis, Gerardo I. Simari",10.4204/eptcs.416.24,1,464,"The ability to generate artificial human movement patterns while meeting location and time constraints is an important problem in the security community, particularly as it enables the study of the analog problem of detecting such patterns while maintaining privacy. We frame this problem as an instance of abduction guided by a novel parsimony function represented as an aggregate truth value over an annotated logic program. This approach has the added benefit of affording explainability to an analyst user. By showing that any subset of such a program can provide a lower bound on this parsimony requirement, we are able to abduce movement trajectories efficiently through an informed (i.e., A*) search. We describe how our implementation was enhanced with the application of multiple techniques in order to be scaled and integrated with a cloud-based software stack that included bottom-up rule learning, geolocated knowledge graph retrieval/management, and interfaces with government systems for independently conducted government-run tests for which we provide results. We also report on our own experiments showing that we not only provide exact results but also scale to very large scenarios and provide realistic agent trajectories that can go undetected by machine learning anomaly detectors."
Streamlining Input/Output Logics with Sequent Calculi.,kr,2023,"Agata Ciabattoni, Dmitry Rozplokhas",10.24963/kr.2023/15,2,46,Input/Output (I/O) logic is a general framework for reasoning about conditional norms and/or causal relations. We streamline Bochmanâs causal I/O logics via proof-search-oriented sequent calculi. O...
Democratising Access to Logic Programming: A Web Application Design Tool for Querying Prolog Code.,iclp,2024,,10.7551/mitpress/4316.003.0026,2,240,
Reliable Conversational Agents under ASP Control that Understand Natural Language.,iclp,2024,Yankai Zeng,10.4204/eptcs.416.41,1,461,"Efforts have been made to make machines converse like humans in the past few decades. The recent techniques of Large Language Models (LLMs) make it possible to have human-like conversations with machines, but LLM's flaws of lacking understanding and reliability are well documented. We believe that the best way to eliminate this problem is to use LLMs only as parsers to translate text to knowledge and vice versa and carry out the conversation by reasoning over this knowledge using the answer set programming. I have been developing a framework based on LLMs and ASP to realize reliable chatbots that ""understand"" human conversation. This framework has been used to develop task-specific chatbots as well as socialbots. My future research is focused on making these chatbots scalable and trainable."
Learning Commonsense Knowledge Through Interactive Dialogue.,iclp,2018,"Benjamin Wu, Alessandra Russo, Mark Law, Katsumi Inoue",10.29007/lrph,2,55,"One of the most difficult problems in Artificial Intelligence is related to acquiring commonsense knowledge -- to create a collection of facts and information that an ordinary person should know. In this work, we present a system that, from a limited background knowledge, is able to learn to form simple concepts through interactive dialogue with a user. We approach the problem using a syntactic parser, along with a mechanism to check for synonymy, to translate sentences into a logical formulas represented in Event Calculus using Answer Set Programming (ASP). Reasoning and learning tasks are then automatically generated for the translated text, with learning being initiated through question and answering. The system is capable of learning with no contextual knowledge prior to the dialogue. The system has been evaluated on stories inspired by the Facebook's bAbI's question-answering tasks, and through appropriate question and answering is able to respond accurately to these dialogues."
Argumentative Causal Discovery.,kr,2024,"Fabrizio Russo, Anna Rapberger, Francesca Toni",10.24963/kr.2024/88,3,346,"Causal discovery amounts to unearthing causal relationships amongst features in data. It is a crucial companion to causal inference, necessary to build scientific knowledge without resorting to ex..."
Architecture for Simulating Behavior Mode Changes in Norm-Aware Autonomous Agents.,iclp,2024,"Sean Glaze, Daniela Inclezan",10.4204/eptcs.416.7,2,27,"This paper presents an architecture for simulating the actions of a norm-aware intelligent agent whose behavior with respect to norm compliance is set, and can later be changed, by a human controller. Updating an agent's behavior mode from a norm-abiding to a riskier one may be relevant when the agent is involved in time-sensitive rescue operations, for example. We base our work on the Authorization and Obligation Policy Language AOPL designed by Gelfond and Lobo for the specification of norms. We introduce an architecture and a prototype software system that can be used to simulate an agent's plans under different behavior modes that can later be changed by the controller. We envision such software to be useful to policy makers, as they can more readily understand how agents may act in certain situations based on the agents' attitudes towards norm-compliance. Policy makers may then refine their policies if simulations show unwanted consequences."
MTLearn: Extracting Temporal Rules Using Datalog Rule Learners.,kr,2024,"Dingmin Wang, Przemysław Andrzej Wałęga, Bernardo Cuenca Grau",10.24963/kr.2024/90,1,175,"We propose a framework for temporal rule learning from datasets, which capitalises on the availability of increasingly mature Datalog rule learners. Our approach is based on the idea of splitting a..."
Solving Gossip Problems using Answer Set Programming: An Epistemic Planning Approach.,iclp,2020,"Esra Erdem, Andreas Herzig",10.4204/eptcs.325.11,4,412,"We investigate the use of Answer Set Programming to solve variations of gossip problems, by modeling them as epistemic planning problems."
Inductive First-Order Formula Synthesis by ASP: A Case Study in Invariant Inference.,iclp,2025,"Ziyi Yang, George Pîrlea, Ilya Sergey",10.4204/eptcs.439.35,3,595,"We present a framework for synthesising formulas in first-order logic (FOL) from examples, which unifies and advances state-of-the-art approaches for inference of transition system invariants. To do so, we study and categorise the existing methodologies, encoding techniques in their formula synthesis via answer set programming (ASP). Based on the derived categorisation, we propose orthogonal slices, a new technique for formula enumeration that partitions the search space into manageable chunks, enabling two approaches for incremental candidate pruning. Using a combination of existing techniques for first-order (FO) invariant synthesis and the orthogonal slices implemented in our framework FORCE, we significantly accelerate a state-of-the-art algorithm for distributed system invariant inference. We also show that our approach facilitates composition of different invariant inference frameworks, allowing for novel optimisations."
Towards Parallelising Extension Construction for Serialisable Semantics in Abstract Argumentation.,kr,2023,"Lars Bengel, Matthias Thimm",10.24963/kr.2023/72,1,470,We consider the recently proposed notion of serialisability of semantics for abstract argumentation frameworks. This notion describes a method for the serialised non-deterministic construction of...
Ontology-Based Query Answering over Datalog-Expressible Rule Sets is Undecidable.,kr,2024,"David Carral, Lucas Larroque, Michaël Thomazo",10.24963/kr.2024/22,4,162,"Ontology-based query answering is a problem that takes as input a set of facts F, an ontology R (typically expressed by existential rules), a Boolean query q , and asks whether R and F entails q. T..."
Reasoning about Study Regulations in Answer Set Programming (Preliminary Report).,iclp,2023,"SUSANA HAHN, TORSTEN SCHAUB, CEDRIC MARTENS, AMADE NEMES, HENRY OTUNUYA, JAVIER ROMERO, SEBASTIAN SCHELLHORN",10.1017/s1471068424000383,5,348,"We are interested in automating reasoning with and about study regulations, catering to various stakeholders, ranging from administrators, over faculty, to students at different stages. Our work builds on an extensive analysis of various study programs at the University of Potsdam. The conceptualization of the underlying principles provides us with a formal account of study regulations. In particular, the formalization reveals the properties of admissible study plans. With these at end, we propose an encoding of study regulations in Answer Set Programming that produces corresponding study plans. Finally, we show how this approach can be extended to a generic user interface for exploring study plans."
"Proceedings 36th International Conference on Logic Programming (Technical Communications), ICLP Technical Communications 2020, (Technical Communications) UNICAL, Rende (CS), Italy, 18-24th September 2020.",iclp,2020,,10.1109/cscc49995.2020.00008,1,330,
Reasoning About Knowledge on Regular Expressions Is 2EXPTIME-Complete.,kr,2025,"Avijeet Ghosh, Sujata Ghosh, François Schwarzentruber",10.24963/kr.2025/35,2,85,"Logics for reasoning about knowledge and actions have seen many applications in various domains of multi-agent systems, including epistemic planning. Change of knowledge based on observations about..."
"Weighted Merging Operators: Product, Utility-based Operators and Egalitarianism.",kr,2024,"Patricia Everaere, Sébastien Konieczny, Ramón Pino Pérez",10.24963/kr.2024/31,1,309,"We propose new operators for weighted propositional belief merging operators. We introduce distance-based operators that use the product as aggregation function. In social choice theory, the prod..."
Revising Boolean Logical Models of Biological Regulatory Networks.,kr,2023,"Frederico Aleixo, Matthias Knorr, João Leite",10.24963/kr.2023/2,3,167,"Boolean regulatory networks are used to represent complex biological processes, modelling the interactions of biological compounds, such as proteins or genes, with each other and with other substan..."
Can LLMs Solve ASP Problems? Insights from a Benchmarking Study.,kr,2025,"Lin Ren, Guohui Xiao, Guilin Qi, Yishuai Geng, Haohan Xue",10.24963/kr.2025/60,3,545,"Answer Set Programming (ASP) is a powerful paradigm for non-monotonic reasoning. Recently, large language models (LLMs) have demonstrated promising capabilities in logical reasoning. Despite this..."
Contractions Based on Optimal Repairs.,kr,2024,"Franz Baader, Renata Wassermann",10.25368/2024.122,1,453,
Early Validation of High-level Requirements on Cyber-Physical Systems.,iclp,2025,Ondřej Vašíček,10.4204/eptcs.416.40,1,112,"The overarching, broad topic of my research are advancements in the area of safety-critical, cyber-physical systems (CPS) development with emphasis on validation and verification. The particular focus of my research is the early validation of high-level requirements on CPS. My current approach for tackling this problem is transforming the requirements into Event Calculus and subsequently reasoning about them using ASP solvers such as the grounding-free s(CASP). Below, I discuss my research, its current state, and the open issues that are still left to tackle. The first results of my work will be presented in a paper that was accepted for ICLP'24, which is my first paper in this area."
Deep Inductive Logic Programming meets Reinforcement Learning.,iclp,2023,", Yushi Cao",10.32657/10356/182530,4,18,"The integration of inductive logic programming (symbolism) and deep learning (connectionism) has drawn researchers' attention and become a novel research direction toward better reasoning ability. However, the current integration is still far from perfect, especially the poor generalization and learning efficiency of the current models. In this thesis, we aim to improve the generalization of current approaches, together with the learning ability and performance. Besides, we also aim to conduct a full evaluation regarding the reasoning ability of Large Language Models with inductive logic programming tasks. First, to improve the generalization for the current logic-based deep reinforcement learning (DRL) algorithms, we propose a novel framework called GALOIS, which is capable of synthesizing white-box programs with hierarchy and definitive cause-effect logic. It utilizes a program sketch and introduces a new sketch-based programming language to guide the synthesis process. Utilizing this framework, GALOIS implements a sketch-based program synthesis approach that automatically generates white-box, interpretable programs with a generalizable cause-effect logic. Comprehensive evaluation across various complex decision-making tasks demonstrates that GALOIS outperforms mainstream DRL methods and previous state-of-the-art program-guided baselines in learning capability, generalization, interpretation, and the ability to reuse knowledge across different tasks. Then, we observe that current start-of-the-art neural inductive logic programming (ILP) models suffer from requiring a large number of training iterations and training examples for training. Besides, they are still far from perfect in terms of performance and generalization when dealing with tasks that require complex task-solving logic. To mitigate this issue, we present a novel framework named Failure Reflection Guided Regularizer (FRGR). FRGR initially identifies and summarizes error patterns dynamically when the model repeatedly makes similar mistakes during training. Subsequently, it penalties the model for making similar mistakes in future training iterations. This approach encourages the model to avoid recurring mistakes with similar error patterns, thereby facilitating faster convergence to a more optimal and higher-performing solution. Experimental results on multiple relational reasoning and decision-making tasks demonstrate the effectiveness of FRGR in improving neural ILP models' performance, generalization, and learning efficiency. Finally, in spite of the improvement the state-of-the-art neural ILP solvers can bring out, there has been a surge of interest in investigating the reasoning ability of the LLMs. Whereas the textual and numerical reasoning benchmarks adopted by previous works are rather shallow and simple, it is hard to conclude that the large language models (LLMs) possess strong reasoning ability by merely achieving positive results on these benchmarks. Recent efforts have demonstrated that LLMs are poor at solving sequential decision-making problems that require common-sense planning by evaluating their performance on the reinforcement learning benchmarks. In this work, we conduct an in-depth assessment of several state-of-the-art LLMs' reasoning ability based on the ILP benchmark, which is broadly recognized as a representative and challenging measurement for evaluating logic program induction/synthesis systems as it requires inducing strict cause-effect logic to achieve robust deduction on independent and identically distributed (IID) and out-of-distribution (OOD) test samples. Our evaluations illustrate that compared with the neural program induction systems which are much smaller in model size, the state-of-the-art LLMs are much poorer in terms of reasoning ability by achieving much lower performance and generalization using either natural language prompting or truth-value matrix prompting."
A Neurosymbolic Approach to Fraud Detection on Financial Data in the Public Administration.,iclp,2025,,10.1002/9781118936764.ch2,5,389,
Value awareness and process automation: a reflection through school place allocation models.,iclp,2023,"Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski",10.1007/978-3-031-58202-8_16,1,379,"Value-aware systems need to explicitly represent and reason with norms and values applicable to a problem domain. To this respect, a key question is to determine as to how far a particular legal model is aligned with a certain value system. In this paper, we apply..."
Advancing Algorithmic Approaches to Probabilistic Argumentation under the Constellation Approach.,kr,2024,"Andrei Popescu, Johannes P. Wallner",10.24963/kr.2024/55,2,571,Reasoning with defeasible and conflicting knowledge in an argumentative form is a key research field in computational argumentation. Reasoning under various forms of uncertainty is both a key featu...
Early Validation of High-level Requirements on Cyber-Physical Systems.,iclp,2024,Ondřej Vašíček,10.4204/eptcs.416.40,1,287,"The overarching, broad topic of my research are advancements in the area of safety-critical, cyber-physical systems (CPS) development with emphasis on validation and verification. The particular focus of my research is the early validation of high-level requirements on CPS. My current approach for tackling this problem is transforming the requirements into Event Calculus and subsequently reasoning about them using ASP solvers such as the grounding-free s(CASP). Below, I discuss my research, its current state, and the open issues that are still left to tackle. The first results of my work will be presented in a paper that was accepted for ICLP'24, which is my first paper in this area."
Reasoning about Probability via Continuous Functions.,kr,2023,"Tommaso Flaminio, Sandro Preto, Sara Ugolini",10.24963/kr.2023/28,4,218,For functional representation in an algebraizable logic we mean a representation of the algebras of formulas of the logic by means of (possibly real-valued) functions. Functional representations ...
Propositional Abduction via Only-Knowing: A Non-Monotonic Approach.,iclp,2025,"Sanderson Molick, Vaishak Belle",10.4204/eptcs.439.2,3,363,"The paper introduces a basic logic of knowledge and abduction by extending Levesque logic of only-knowing with an abduction modal operator defined via the combination of basic epistemic concepts. The upshot is an alternative approach to abduction that employs a modal vocabulary and explores the relation between abductive reasoning and epistemic states of only knowing. Furthermore, by incorporating a preferential relation into modal frames, we provide a non-monotonic extension of our basic framework capable of expressing different selection methods for abductive explanations. Core metatheoretic properties of non-monotonic consequence relations are explored within this setting and shown to provide a well-behaved foundation for abductive reasoning."
Visual Graph Question Answering with ASP and LLMs for Language Parsing.,iclp,2024,"Jakob Johannes Bauer, Thomas Eiter, Nelson Higuera Ruiz, Johannes Oetsch",10.4204/eptcs.416.2,5,306,"Visual Question Answering (VQA) is a challenging problem that requires to process multimodal input. Answer-Set Programming (ASP) has shown great potential in this regard to add interpretability and explainability to modular VQA architectures. In this work, we address the problem of how to integrate ASP with modules for vision and natural language processing to solve a new and demanding VQA variant that is concerned with images of graphs (not graphs in symbolic form). Images containing graph-based structures are an ubiquitous and popular form of visualisation. Here, we deal with the particular problem of graphs inspired by transit networks, and we introduce a novel dataset that amends an existing one by adding images of graphs that resemble metro lines. Our modular neuro-symbolic approach combines optical graph recognition for graph parsing, a pretrained optical character recognition neural network for parsing labels, Large Language Models (LLMs) for language processing, and ASP for reasoning. This method serves as a first baseline and achieves an overall average accuracy of 73% on the dataset. Our evaluation provides further evidence of the potential of modular neuro-symbolic systems, in particular with pretrained models that do not involve any further training and logic programming for reasoning, to solve complex VQA tasks."
How to Manage a Budget with ATL+.,kr,2023,"Stéphane Demri, Raine Rönnholm",10.24963/kr.2023/19,5,245,We study the alternating-time temporal logic ATL+ enriched with one resource (written ATL+(1)) extending ATL+ with the possibility to manage a budget. We propose a game-theoretic semantics via the...
Automating Disease Management Using Answer Set Programming.,iclp,2016,,10.1017/cbo9781139342124.007,5,163,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014"
Natural Language Generation From Ontologies Using Grammatical Framework.,iclp,2018,Dan Moldovan,10.21236/ada512325,3,233,
Explanations Generation For Web Service Workflow.,iclp,2018,"Shifeng Yan, Ying Li, Shuiguang Deng, Zhaohui Wu",10.1109/nwesp.2005.12,2,16,"With the quick development of the Web service technologies, more opportunities and challenges are brought into the area of workflow. Service based workflow, which integrates and manages Web services distributed in the Internet, has grown to be one of the hottest topics in the workflow research areas. The high dynamic and heterogeneous nature of the Internet brings uncontrolled factors while integrating and invoking outside Web services in workflow. So the failed execution in service based workflow system occurs more often than that in the traditional workflow system. Thus transaction management is a key to ensure the successful execution of service based workflow. Based on a detailed analysis of the characteristics of service based workflow, it proposed a transaction management framework to maintain the integrity of workflow transactions. Using this framework, a workflow management system can improve its ability in processing transaction issues while managing service based workflow."
Incentive Design for Rational Agents.,kr,2024,"David Hyland, Munyque Mittelmann, Aniello Murano, Giuseppe Perelli, Michael Wooldridge",10.24963/kr.2024/44,2,405,"We introduce Incentive Design: a new class of problems for equilibrium verification in multi-agent systems. In our model, agents attempt to maximize their utility functions, which are expressed as ..."
Semantics for Hybrid Probabilistic Logic Programs with Function Symbols: Technical Summary.,iclp,2022,Fabrizio Riguzzi,10.1201/9781003427421-5,4,72,"In this chapter we prove that the semantics of PCLP given in Section 4.5 is well-defined also when function symbols are present, i.e., that each query can be"
neXSim: A System for Explaining Nexus of Similarities.,iclp,2025,,10.18356/7a3e9edf-en,4,540,
Unified Foundations of Team Semantics via Semirings.,kr,2023,"Timon Barlag, Miika Hannula, Juha Kontinen, Nina Pardal, Jonni Virtema",10.24963/kr.2023/8,1,98,Semiring semantics for first-order logic provides a way to trace how facts represented by a model are used to deduce satisfaction of a formula. Team semantics is a framework for studying logics of ...
A Query Evaluation Method for ASP with Abduction.,iclp,2022,"Gerhard Wetzel, Francesca Toni",10.1007/bfb0056017,4,521,The use of integrity constraints to perform Semantic Query-Optimization (SQO) in deductive databases can be formalized in a way similar to the use of integrity constraints in Abductive Logic Programming (ALP) and the use of Constraint Handling Rules in Constraint...
Modelling Cyber Defenses using s(CASP).,iclp,2023,,10.1057/9781137476180.0009,1,94,
Explaining Reasoning Results for OWL Ontologies with Evee.,kr,2024,"Christian Alrabbaa, Stefan Borgwardt, Tom Friese, Anke Hirsch, Nina Knieriemen, Patrick Koopmann, Alisa Kovtunova, Antonio Krüger, Alexej Popovič, Ida Siahaan",10.24963/kr.2024/67,5,111,"One of the advantages of formalizing domain knowledge in OWL ontologies is that one can use reasoning systems to infer implicit information automatically. However, it is not always straightforward ..."
Consistent Query Answering over SHACL Constraints.,kr,2024,"Shqiponja Ahmetaj, Timo Camillo Merkl, Reinhard Pichler",10.24963/kr.2024/1,1,40,The Shapes Constraint Language (SHACL) was standardized by the World Wide Web as a constraint language to describe and validate RDF data graphs. SHACL uses the notion of shapes graph to describe a ...
Data2Concept2Text: An Explainable Multilingual Framework for Data Analysis Narration.,iclp,2024,"Flavio Bertini, Alessandro Dal Palù, Federica Zaglio, Francesco Fabiano, Andrea Formisano",10.4204/eptcs.416.13,4,559,"This paper presents a complete explainable system that interprets a set of data, abstracts the underlying features and describes them in a natural language of choice. The system relies on two crucial stages: (i) identifying emerging properties from data and transforming them into abstract concepts, and (ii) converting these concepts into natural language. Despite the impressive natural language generation capabilities demonstrated by Large Language Models, their statistical nature and the intricacy of their internal mechanism still force us to employ these techniques as black boxes, forgoing trustworthiness. Developing an explainable pipeline for data interpretation would allow facilitating its use in safety-critical environments like processing medical information and allowing non-experts and visually impaired people to access narrated information. To this end, we believe that the fields of knowledge representation and automated reasoning research could present a valid alternative. Expanding on prior research that tackled the first stage (i), we focus on the second stage, named Concept2Text. Being explainable, data translation is easily modeled through logic-based rules, once again emphasizing the role of declarative programming in achieving AI explainability. This paper explores a Prolog/CLP-based rewriting system to interpret concepts-articulated in terms of classes and relations, plus common knowledge-derived from a generic ontology, generating natural language text. Its main features include hierarchical tree rewritings, modular multilingual generation, support for equivalent variants across semantic, grammar, and lexical levels, and a transparent rule-based system. We outline the architecture and demonstrate its flexibility through some examples capable of generating numerous diverse and equivalent rewritings based on the input concept."
Argument analysis using Answer Set Programming and Semantics-guided Large Language Models.,iclp,2023,Fabrizio Riguzzi,10.1201/9781003427421-6,1,237,"In Section 2.2 we considered only sound programs, those for which every world has a two-valued WFM. In this way, we avoid non-monotonic aspects of the program"
Answer Set Solving with Generalized Learned Constraints.,iclp,2016,Ivor Uhliarik,10.5220/0006518303670372,5,370,
Visualizing Kripke Models in LogiKEy: the Case of SDL.,iclp,2025,"N. Mansurov, D. Zhukov",10.1016/b978-044450228-5/50016-3,3,200,
s(CASP) for SWI-Prolog.,iclp,2021,Matthias Gondan,10.32614/cran.package.rswipl,1,437,"Interface to 'SWI'-'Prolog', &lt;<a href=""https://www.swi-prolog.org/"" target=""_top"">https://www.swi-prolog.org/</a>&gt;. This package is normally not loaded directly, please refer to package 'rolog' instead. The purpose of this package is to provide the 'Prolog' runtime on systems that do not have a software installation of 'SWI'-'Prolog'."
A Preliminary Evaluation of Open-Source LLMs for Datalog-Based Semantic Parsing in the ASVIN Project.,iclp,2025,"Amad Atiq, George Ubakanma, Muddesar Iqbal",10.1109/es64449.2025.11136269,1,446,"Accurate extraction and categorization of detailed resume information are critical for talent acquisition and workforce analytics, yet the diverse formats and terminologies of resumes create significant challenges for automated processing. This study addresses the problem of effective resume parsing by investigating the potential of Large Language Models (LLMs) and embedding techniques. We evaluate various state-of-the-art open-source LLMs to determine their performance in extracting and categorizing essential sections of resumes, such as education, work experience, technical skills, and personal statements. The research aims to identify the optimal combination of LLMs and embedding techniques that achieve high accuracy and efficiency in the extraction process. Additionally, the study explores the strengths and weaknesses of these models in handling complex, nonstandard, and industry-specific terminologies. Ultimately, our goal is to develop a systematic framework to automate the processing of resume information into a structured database, enhancing talent management and recruitment strategies. Our findings reveal that the llama3-8b-8192 LLM outperforms other models regarding correctness and relevance in resume parsing, contributing to advancements in natural language processing within human resource management. This research paves the way for more effective and efficient strategies in recruitment, skills analysis, and workforce planning."
Fixpoint Semantics for DatalogMTL with Negation.,iclp,2025,Samuele Pollaci,10.4204/eptcs.439.19,2,95,"DatalogMTL with negation is an extension of Datalog with metric temporal operators enriched with unstratifiable negation. In this paper, we define the stable, well-founded, Kripke-Kleene, and supported model semantics for DatalogMTL with negation in a very simple and straightforward way, by using the solid mathematical formalism of Approximation Fixpoint Theory (AFT). Moreover, we prove that the stable model semantics obtained via AFT coincides with the one defined in previous work, through the employment of pairs of interpretations stemming from the logic of here-and-there."
When is a Program an Actual Cause?,iclp,2021,,10.1017/cbo9780511803161.012,4,127,"And now remains That we find out the cause of this effect, Or rather say, the cause of this defect, For this effect defective comes by cause. Shakespeare (Hamlet II.ii. 100–4) Preface This chapter offers a formal explication of the notion of “actual cause,” an event recognized as responsible for the production of a given outcome in a specific scenario, as in: “Socrates drinking hemlock was the actual cause of Socrates death.” Human intuition is extremely keen in detecting and ascertaining this type of causation and hence is considered the key to constructing explanations (Section 7.2.3) and the ultimate criterion (known as “cause in fact”) for determining legal responsibility. Yet despite its ubiquity in natural thoughts, actual causation is not an easy concept to formulate. A typical example (introduced by Wright 1988) considers two fires advancing toward a house. If fire A burned the house before fire B , we (and many juries nationwide) would surely consider fire A “ the actual cause” of the damage, though either fire alone is sufficient (and neither one was necessary) for burning the house. Clearly, actual causation requires information beyond that of necessity and sufficiency; the actual process mediating between the cause and the effect must enter into consideration. But what precisely is a “process” in the language of structural models? What aspects of causal processes define actual causation? How do we piece together evidence about the uncertain aspects of a scenario and so compute probabilities of actual causation? In this chapter we propose a plausible account of actual causation that can be formulated in structural model semantics. The account is based on the notion of sustenance, to be defined in Section 10.2, which combines aspects of necessity and sufficiency to measure the capacity of the cause to maintain the effect despite certain structural changes in the model. We show by examples how this account avoids problems associated with the counterfactual dependence account of Lewis (1986) and how it can be used both in generating explanations of specific scenarios and in computing the probabilities that such explanations are in fact correct."
Resource Allocation with Cooperative Agents.,iclp,2025,,10.1017/cbo9780511619748.013,2,327,"Introduction Recently, cooperative communications have gained attention as an emerging transmit strategy for future wireless networks. Cooperative communications efficiently take advantage of the broadcasting nature of wireless networks. The basic idea is that users or nodes in a wireless network share their information and transmit cooperatively as a virtual antenna array, thus providing diversity that can significantly improve system performance. In cooperative transmission, relays are assigned to help a sender in forwarding its information to its receiver. Thus the receiver gets several copies of the same information via independent channels. The pioneer work on cooperative transmission can be found, e.g., in [53], where a general information theoretical framework about relaying channels is established. In [272, 273], a CDMA-based two-user cooperative modulation scheme has been proposed. The main idea is to allow each user to retransmit estimates of their partner's received information such that each user's information is transmitted to the receiver at the highest possible rate. This work is extended in [175], where the outage and the ergodic capacity behavior of various cooperative protocols, e.g., decode-and-forward (DF) and amplify-and-forward (AF) cooperative protocols, are analyzed for a three-user case under quasi-static fading channels. In [298], the authors provided SER performance analysis and optimum power allocation for DF cooperative systems in a narrowband Rayleigh fading environment. The work in [138] analyzes the schemes based on the same channel without fading, but with more complicated transmitter cooperative schemes involving dirty paper coding. In [199], a cooperative broadcast strategy was proposed with an objective of maximizing the network lifetime."
A Causal Perspective on AI Deception in Games.,iclp,2022,,10.4135/9781483306902.n155,4,395,"<p>The <span class=""hi-bold"">Encyclopedia of Deception</span> examines lying from multiple perspectives drawn from the disciplines of social psychology, sociolo"
Queries With Exact Truth Values in Paraconsistent Description Logics.,kr,2024,"Meghyn Bienvenu, Camille Bourgaux, Daniil Kozhemiachenko",10.1613/jair.1.18676,3,538,
"Proceedings 40th International Conference on Logic Programming, ICLP 2024, University of Texas at Dallas, Dallas Texas, USA, October 14-17 2024.",iclp,2025,", Naif Alatrush, Sultan Alsarra, , Afraa Alshammari, , Luay Abdeljaber, , Niamat Zawad, , Latifur Khan, , Patrick T. Brandt, , Javier Osorio, , Vito J. D’Orazio, ",10.26615/978-954-452-098-4-007,1,222,
SHACL Validation under the Well-founded Semantics.,kr,2024,"Cem Okulmus, Mantas Šimkus",10.24963/kr.2024/52,2,572,"W3C has recently introduced SHACL as a new standard for writing integrity constraints on graph-structured data (specifically, on RDF graphs). Unfortunately, the standard defines the semantics of no..."
Logical Judges Challenge Human Judges on the Strange Case of B.C.-Valjean.,iclp,2020,"Viviana Mascardi, Domenico Pellegrini",10.4204/eptcs.325.32,1,544,"On May 12th, 2020, during the course entitled Artificial Intelligence and Jurisdiction Practice organized by the Italian School of Magistracy, more than 70 magistrates followed our demonstration of a Prolog logical judge reasoning on an armed robbery case. Although the implemented logical judge is just an exercise of knowledge representation and simple deductive reasoning, a practical demonstration of an automated reasoning tool to such a large audience of potential end-users represents a first and unique attempt in Italy and, to the best of our knowledge, in the international panorama. In this paper we present the case addressed by the logical judge - a real case already addressed by a human judge in 2015 - and the feedback on the demonstration collected from the attendees."
The Pyglaf Argumentation Reasoner.,iclp,2017,Mario Alviano,10.3233/fi-2019-1808,1,550,
Decomposition Strategies for Solving Scheduling Problems in Industrial Applications.,iclp,2022,Mohammed M. S. El-Kholany,10.4204/eptcs.364.39,3,184,"This article presents an overview of a research study of a crucial optimization problem in the Computer Science/Operations research field: The Job-shop Scheduling Problem (JSP). The JSP is a challenging task in which a set of operations must be processed using a set of scarce machines to optimize a particular objective. The main purpose of the JSP is to determine the execution order of the processes assigned to each machine to optimize an objective. Our main interest in this study is to investigate developing decomposition strategies using logic programming to solve the JSP. We split our goal into two main phases. The first phase is to apply the decomposition approach and evaluate the proposed model by solving a set of known benchmark instances. The second phase is to apply the successful decomposition methods obtained from the first phase to solve a scheduling problem in the real-life application. In the current state, we finished the first phase and started the second one aiming to have a model that can provide a schedule of a factory for a short-time period."
Explanations for Answer Set Programming.,iclp,2023,,10.1017/cbo9781139342124.007,5,190,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014"
A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks.,iclp,2024,"PARTH PADALKAR, NATALIA ŚLUSARZ, EKATERINA KOMENDANTSKAYA, GOPAL GUPTA",10.1017/s1471068424000322,3,176,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks - Volume 24 Issue 4
